intent,entity_key1,entity_value1,entity_key2,entity_value2,response
health,part,O,issue,변비,변비는 변의 색깔이나 변을 보는 기간 보다는 변의 단단하기"를 보고 진단할 수 있는데 아기가 3~4일 동안 변을 보지 않거나 매일 변을 보더라도 변이 단단하고 항문에서 피가나면 변비라고 할수 있습니다. 아기가 변비증상을 나타낼 때에는 우선 달다고 느낄 정도의 설탕물 또는 야채나 과일을 많이 먹여보고 3일정도가 경과한 후에도 증세가 나아지지 않으면 관장을 해야 합니다. 만약 돌이 지나지않은 아기라면 관장약 보다는 면봉에 베이비오일을 묻혀 항문을 자극해주는 것이 더 좋으며 항문이 찢어졌을 때도 깨끗이 씻고 베이비오일을 발라주면 자연히 낫게 됩니다.
health,part,코,issue,출혈,아기가 코피를 흘리면 먼저 대야 위로 고개들 숙이게 한 채로 코를 너무 강하지 않게 지그시 눌러줍니다. 만약 10분 정도가 지나도 코피가 멎지 않는다면 다시 5분 정도 반복해 주며 이와 같은 처치를 3번 정도 반복해도 코피가 멎지 않는다면 병원에 가 보는 것이 좋습니다. 이때 머리를 뒤로 젖히면 코피가 목으로 넘어갈 수 있기 때문에 절대 안 됩니다. 이 밖에도 솜으로 코를 막아주거나 차가운 냉찜질을 해주는 등의 방법도 있습니다. 솜으로 코를 막을때에는 코피가 멎은 후에 솜을 빼내면서 점막을 자극하여 다시 코피가 날수도 있기 때문에 조심해야합니다.
health,part,코,issue,코피,아기가 코피를 흘리면 먼저 대야 위로 고개들 숙이게 한 채로 코를 너무 강하지 않게 지그시 눌러줍니다. 만약 10분 정도가 지나도 코피가 멎지 않는다면 다시 5분 정도 반복해 주며 이와 같은 처치를 3번 정도 반복해도 코피가 멎지 않는다면 병원에 가 보는 것이 좋습니다. 이때 머리를 뒤로 젖히면 코피가 목으로 넘어갈 수 있기 때문에 절대 안 됩니다. 이 밖에도 솜으로 코를 막아주거나 차가운 냉찜질을 해주는 등의 방법도 있습니다. 솜으로 코를 막을때에는 코피가 멎은 후에 솜을 빼내면서 점막을 자극하여 다시 코피가 날수도 있기 때문에 조심해야합니다.
health,part,코,issue,붉음,아기가 코피를 흘리면 먼저 대야 위로 고개들 숙이게 한 채로 코를 너무 강하지 않게 지그시 눌러줍니다. 만약 10분 정도가 지나도 코피가 멎지 않는다면 다시 5분 정도 반복해 주며 이와 같은 처치를 3번 정도 반복해도 코피가 멎지 않는다면 병원에 가 보는 것이 좋습니다. 이때 머리를 뒤로 젖히면 코피가 목으로 넘어갈 수 있기 때문에 절대 안 됩니다. 이 밖에도 솜으로 코를 막아주거나 차가운 냉찜질을 해주는 등의 방법도 있습니다. 솜으로 코를 막을때에는 코피가 멎은 후에 솜을 빼내면서 점막을 자극하여 다시 코피가 날수도 있기 때문에 조심해야합니다.
health,part,코,issue,피,아기가 코피를 흘리면 먼저 대야 위로 고개들 숙이게 한 채로 코를 너무 강하지 않게 지그시 눌러줍니다. 만약 10분 정도가 지나도 코피가 멎지 않는다면 다시 5분 정도 반복해 주며 이와 같은 처치를 3번 정도 반복해도 코피가 멎지 않는다면 병원에 가 보는 것이 좋습니다. 이때 머리를 뒤로 젖히면 코피가 목으로 넘어갈수 있기때문에 절대 안됩니다. 이 밖에도 솜으로 코를 막아주거나 차가운 냉찜질을 해주는 등의 방법도 있습니다. 솜으로 코를 막을때에는 코피가 멎은 후에 솜을 빼내면서 점막을 자극하여 다시 코피가 날수도 있기때문에 조심해야합니다.
health,part,눈,issue,이물질,눈에 이물질이 들어가면 먼저 눈을 위로 뜨게 한 다음 눈꺼플을 잡아 당겨 가제로 이물질을 빼내야합니다. 만약 이물질이 나오지 않는다면 눈을 뜬 채로 식염수들 약간 부어 이물질이 씻겨 내려가게 하면 되는데 이때 어른이 사용하는 안약을 아이에게 넣어주면 절대 안되고 아이가 눈을 비비지 않도록주의시켜야 합니다. 이물질이 눈에 깊이 박혀 있고 이물질을 빼낸 후에도 통증이 계속된다면 즉시 병원으로 데려가야 합니다.
health,part,코,issue,이물질,코에 이물질이 들어가면 아프지 않은 코를 손으로 막고 "훅"하고 세게 물어서 이물질이 튀어나오도록 합니다. 그래도 이물질이 나오지 않는다면 아기들 눕혀 놓고 코 속에 들어 있는 이물질을 핀셋으로 꺼내야합니다. 만약 이물질이 날카로운 것이거나 너무 어린 아이일 경우에는 무리하게 빼내려고 하지 말고 병원으로 가는 것이 좋습니다.
health,part,귀,issue,이물질,귀에 작고 부드러운 이물질이 들어갔을 때에는 핀셋으로 빼내면 되고 벌레나 곤충이 들어갔을 경우에는 손전등의 빛을 비추어서 벌레를 밖으로 유인해 내거나 베이비오일을 귀속에 한두 방물 떨어뜨려 벌레를 질식시키면 됩니다. 그리고 따뜻한 식염수를 귀에 부어 벌레들 빼내는 것도 좋습니다.
health,part,귀,issue,벌레,귀에 벌레나 곤충이 들어갔을 경우에는 손전등의 빛을 비추어서 벌레를 밖으로 유인해 내거나 베이비오일을 귀속에 한두 방물 떨어뜨려 벌레를 질식시키면 됩니다. 그리고 따뜻한 식염수를 귀에 부어 벌레들 빼내는 것도 좋습니다.
health,part,귀,issue,곤충,귀에 벌레나 곤충이 들어갔을 경우에는 손전등의 빛을 비추어서 벌레를 밖으로 유인해 내거나 베이비오일을 귀속에 한두 방물 떨어뜨려 벌레를 질식시키면 됩니다. 그리고 따뜻한 식염수를 귀에 부어 벌레들 빼내는 것도 좋습니다.
health,part,O,issue,모기,모기나 독성이 적은 벌레에 물렸을 경우에는 상처 부위들 물로 깨끗이 씻은 다음 연고들 발라 주고 독충에 물렸을 경우에는 고 난후 연고들 바르고나서 상처 부위에 가제나 반창고로 덮어 두어야 아이가 긁어서 덧나는 것을 방지할 수 있습니다. 또 벌에게 쏘였을 경우에는 벌침이 피부에 박혀 있으면 핀셋으로 뽑아내고 상처주변을 누르면서 쥐어짜내어 나쁜 피들 뽑아내고 암모니아수들 발라 주면 됩니다.
health,part,O,issue,곤충,모기나 독성이 적은 벌레에 물렸을 경우에는 상처 부위들 물로 깨끗이 씻은 다음 연고들 발라 주고 독충에 물렸을 경우에는 고 난후 연고들 바르고나서 상처 부위에 가제나 반창고로 덮어 두어야 아이가 긁어서 덧나는 것을 방지할 수 있습니다. 또 벌에게 쏘였을 경우에는 벌침이 피부에 박혀 있으면 핀셋으로 뽑아내고 상처주변을 누르면서 쥐어짜내어 나쁜 피들 뽑아내고 암모니아수들 발라 주면 됩니다.
health,part,O,issue,벌,모기나 독성이 적은 벌레에 물렸을 경우에는 상처 부위들 물로 깨끗이 씻은 다음 연고들 발라 주고 독충에 물렸을 경우에는 고 난후 연고들 바르고나서 상처 부위에 가제나 반창고로 덮어 두어야 아이가 긁어서 덧나는 것을 방지할 수 있습니다. 또 벌에게 쏘였을 경우에는 벌침이 피부에 박혀 있으면 핀셋으로 뽑아내고 상처주변을 누르면서 쥐어짜내어 나쁜 피들 뽑아내고 암모니아수들 발라 주면 됩니다.
health,part,O,issue,벌레,모기나 독성이 적은 벌레에 물렸을 경우에는 상처 부위들 물로 깨끗이 씻은 다음 연고들 발라 주고 독충에 물렸을 경우에는 고 난후 연고들 바르고나서 상처 부위에 가제나 반창고로 덮어 두어야 아이가 긁어서 덧나는 것을 방지할 수 있습니다. 또 벌에게 쏘였을 경우에는 벌침이 피부에 박혀 있으면 핀셋으로 뽑아내고 상처주변을 누르면서 쥐어짜내어 나쁜 피들 뽑아내고 암모니아수들 발라 주면 됩니다.
health,part,O,issue,경련,아기에게 경련이 일어나면 주위에 있는 위험한 물건을 모두 치워야하고 아기의 몸을 조이고 있는 것을 풀어주어아 합니다. 그리고 구토가 일어날 수도 있으므로 고개를 돌려 옆으로 눔혀 놓고 경과를 지켜보아야합니다. 10분 정도가 지나도 경련이 그치지 않는다면 빨리 병원으로 가는 것이 좋습니다.
health,part,O,issue,부들부들,아기에게 경련이 일어나면 주위에 있는 위험한 물건을 모두 치워야하고 아기의 몸을 조이고 있는 것을 풀어주어아 합니다. 그리고 구토가 일어날 수도 있으므로 고개를 돌려 옆으로 눔혀 놓고 경과를 지켜보아야합니다. 10분 정도가 지나도 경련이 그치지 않는다면 빨리 병원으로 가는 것이 좋습니다.
health,part,O,issue,부들거려,아기에게 경련이 일어나면 주위에 있는 위험한 물건을 모두 치워야하고 아기의 몸을 조이고 있는 것을 풀어주어아 합니다. 그리고 구토가 일어날 수도 있으므로 고개를 돌려 옆으로 눔혀 놓고 경과를 지켜보아야합니다. 10분 정도가 지나도 경련이 그치지 않는다면 빨리 병원으로 가는 것이 좋습니다.
health,part,혀,issue,상처,아기 입속에 작은 상처가 생겼다면 가제수건을 엄마의 손가락에 감고 3분 정도상처 부위를 압박하여 지혈을 해주면 되고 상처가 크거나 혀를 강하게 깨물었다면 외과 진료를 받도록 하는 것이 좋습니다.
health,part,혀,issue,깨묾,아기 입속에 작은 상처가 생겼다면 가제수건을 엄마의 손가락에 감고 3분 정도상처 부위를 압박하여 지혈을 해주면 되고 상처가 크거나 혀를 강하게 깨물었다면 외과 진료를 받도록 하는 것이 좋습니다.
health,part,입,issue,깨묾,아기 입속에 작은 상처가 생겼다면 가제수건을 엄마의 손가락에 감고 3분 정도상처 부위를 압박하여 지혈을 해주면 되고 상처가 크거나 혀를 강하게 깨물었다면 외과 진료를 받도록 하는 것이 좋습니다.
health,part,입,issue,상처,아기 입속에 작은 상처가 생겼다면 가제수건을 엄마의 손가락에 감고 3분 정도상처 부위를 압박하여 지혈을 해주면 되고 상처가 크거나 혀를 강하게 깨물었다면 외과 진료를 받도록 하는 것이 좋습니다.
health,part,손,issue,출혈,아기가 깊게 베여서 피가 나면 먼저 흐르는 물에 상처를 깨끗이 씻어야 하고 가제수건을 상처에 대고 3~4분 정도 압박하여 지혈해야합니다. 그런 다음 소독을 하고 연고를 발라줍니다. 만약 출혈이 심하다면 출혈 부위를 심장보다 높이 올린 상태로 병원에 빨리 가아합니다.
health,part,팔,issue,출혈,아기가 깊게 베여서 피가 나면 먼저 흐르는 물에 상처를 깨끗이 씻어야 하고 가제수건을 상처에 대고 3~4분 정도 압박하여 지혈해야합니다. 그런 다음 소독을 하고 연고를 발라줍니다. 만약 출혈이 심하다면 출혈 부위를 심장보다 높이 올린 상태로 병원에 빨리 가아합니다.
health,part,다리,issue,출혈,아기가 깊게 베여서 피가 나면 먼저 흐르는 물에 상처를 깨끗이 씻어야 하고 가제수건을 상처에 대고 3~4분 정도 압박하여 지혈해야합니다. 그런 다음 소독을 하고 연고를 발라줍니다. 만약 출혈이 심하다면 출혈 부위를 심장보다 높이 올린 상태로 병원에 빨리 가아합니다.
health,part,손,issue,피,아기가 깊게 베여서 피가 나면 먼저 흐르는 물에 상처를 깨끗이 씻어야 하고 가제수건을 상처에 대고 3~4분 정도 압박하여 지혈해야합니다. 그런 다음 소독을 하고 연고를 발라줍니다. 만약 출혈이 심하다면 출혈 부위를 심장보다 높이 올린 상태로 병원에 빨리 가아합니다.
health,part,팔,issue,피,아기가 깊게 베여서 피가 나면 먼저 흐르는 물에 상처를 깨끗이 씻어야 하고 가제수건을 상처에 대고 3~4분 정도 압박하여 지혈해야합니다. 그런 다음 소독을 하고 연고를 발라줍니다. 만약 출혈이 심하다면 출혈 부위를 심장보다 높이 올린 상태로 병원에 빨리 가아합니다.
health,part,다리,issue,피,아기가 깊게 베여서 피가 나면 먼저 흐르는 물에 상처를 깨끗이 씻어야 하고 가제수건을 상처에 대고 3~4분 정도 압박하여 지혈해야합니다. 그런 다음 소독을 하고 연고를 발라줍니다. 만약 출혈이 심하다면 출혈 부위를 심장보다 높이 올린 상태로 병원에 빨리 가아합니다.
health,part,O,issue,출혈,아기가 깊게 베여서 피가 나면 먼저 흐르는 물에 상처를 깨끗이 씻어야 하고 가제수건을 상처에 대고 3~4분 정도 압박하여 지혈해야합니다. 그런 다음 소독을 하고 연고를 발라줍니다. 만약 출혈이 심하다면 출혈 부위를 심장보다 높이 올린 상태로 병원에 빨리 가아합니다.
health,part,손,issue,찧었어,아기가 손을 찧었을 때에는 먼저 상처 부위를 얼음주머니로 냉찜질을 하는 것이 좋습니다. 이때 아기 피부가 연약하기 때문에 직접 찬얼음이 피부에 닿는 것은 좋지 않으므로 수건에 얼음을 싸서 찜질하는 것이좋습니다. 찜질 후에 상처 부분이 보라색으로 변했다면 병원에 가 보는 것이 좋습니다.
health,part,발,issue,찧었어,아기가 발을 찧었을 때에는 먼저 상처 부위를 얼음주머니로 냉찜질을 하는 것이 좋습니다. 이때 아기 피부가 연약하기 때문에 직접 찬얼음이 피부에 닿는 것은 좋지 않으므로 수건에 얼음을 싸서 찜질하는 것이좋습니다. 찜질 후에 상처 부분이 보라색으로 변했다면 병원에 가 보는 것이 좋습니다.
health,part,손가락,issue,찧음,아기가 손가락을 찧었을 때에는 먼저 상처 부위를 얼음주머니로 냉찜질을 하는 것이 좋습니다. 이때 아기 피부가 연약하기 때문에 직접 찬얼음이 피부에 닿는 것은 좋지 않으므로 수건에 얼음을 싸서 찜질하는 것이 좋습니다. 찜질 후에 상처 부분이 보라색으로 변했다면 병원에 가 보는 것이 좋습니다.
health,part,발가락,issue,찧음,아기가 발가락을 찧었을 때에는 먼저 상처 부위를 얼음주머니로 냉찜질을 하는 것이 좋습니다. 이때 아기 피부가 연약하기 때문에 직접 찬얼음이 피부에 닿는 것은 좋지 않으므로 수건에 얼음을 싸서 찜질하는 것이 좋습니다. 찜질 후에 상처 부분이 보라색으로 변했다면 병원에 가 보는 것이 좋습니다.
health,part,손가락,issue,찍힘,먼저 상처부위를 얼음주머니로 냉찜질을 하는 것이 좋습니다. 이때 아기피부가 연약하기 때문에 직접 찬 얼음이 피부에 닿는 것은 좋지 않으므로 수건에 얼음을 싸서 찜질하는 것이 좋습니다. 찜질 후에 상처 부분이 보라색으로 변했다면 병원에 가 보는 것이 좋습니다.
health,part,O,issue,염증,아기 피부에 가시나 바늘 등이 박혔을 때에는 핀셋이나 족집게로 배낸 후에 소독해주면 됩니다. 작은 가시일 경우에는 테이프를 상처 부위에 붙여 가시가 끌려 나오도록 하며 그래도 가시가 완전히 빠지지 않을 때에는 반드시 병원에 가서 뽑아 내아합니다.
health,part,피부,issue,염증,아기 피부에 가시나 바늘 등이 박혔을 때에는 핀셋이나 족집게로 배낸 후에 소독해주면 됩니다. 작은 가시일 경우에는 테이프를 상처 부위에 붙여 가시가 끌려 나오도록 하며 그래도 가시가 완전히 빠지지 않을 때에는 반드시 병원에 가서 뽑아 내아합니다.
health,part,O,issue,가시,아기 피부에 가시나 바늘 등이 박혔을 때에는 핀셋이나 족집게로 배낸 후에 소독해주면 됩니다. 작은 가시일 경우에는 테이프를 상처 부위에 붙여 가시가 끌려 나오도록 하며 그래도 가시가 완전히 빠지지 않을 때에는 반드시 병원에 가서 뽑아 내아합니다.
health,part,O,issue,바늘,아기 피부에 가시나 바늘 등이 박혔을 때에는 핀셋이나 족집게로 배낸 후에 소독해주면 됩니다. 작은 가시일 경우에는 테이프를 상처 부위에 붙여 가시가 끌려 나오도록 하며 그래도 가시가 완전히 빠지지 않을 때에는 반드시 병원에 가서 뽑아 내아합니다.
health,part,손가락,issue,동상,아기들은 종종 동상에 걸리는 수가 있는데 손가락이나 발가락이 발갛게 되면서 가려워하면 일단 동상을 의심해볼 수 있습니다. 증상이 가벼을때는 환부들 장시 미지근한 물에 담갔다가 40도 정도의 온수에 5~6분간 담근 후 몸을 따뜻하게 해주면 되고 증상이 심하면 병원으로 데리고 가야 합니다.
health,part,발가락,issue,동상,아기들은 종종 동상에 걸리는 수가 있는데 손가락이나 발가락이 발갛게 되면서 가려워하면 일단 동상을 의심해볼 수 있습니다. 증상이 가벼을때는 환부들 장시 미지근한 물에 담갔다가 40도 정도의 온수에 5~6분간 담근 후 몸을 따뜻하게 해주면 되고 증상이 심하면 병원으로 데리고 가야 합니다.
health,part,발,issue,동상,아기들은 종종 동상에 걸리는 수가 있는데 손가락이나 발가락이 발갛게 되면서 가려워하면 일단 동상을 의심해볼 수 있습니다. 증상이 가벼을때는 환부들 장시 미지근한 물에 담갔다가 40도 정도의 온수에 5~6분간 담근 후 몸을 따뜻하게 해주면 되고 증상이 심하면 병원으로 데리고 가야 합니다.
health,part,손,issue,동상,아기들은 종종 동상에 걸리는 수가 있는데 손가락이나 발가락이 발갛게 되면서 가려워하면 일단 동상을 의심해볼 수 있습니다. 증상이 가벼을때는 환부들 장시 미지근한 물에 담갔다가 40도 정도의 온수에 5~6분간 담근 후 몸을 따뜻하게 해주면 되고 증상이 심하면 병원으로 데리고 가야 합니다.
health,part,O,issue,동상,아기들은 종종 동상에 걸리는 수가 있는데 손가락이나 발가락이 발갛게 되면서 가려워하면 일단 동상을 의심해볼 수 있습니다. 증상이 가벼을때는 환부들 장시 미지근한 물에 담갔다가 40도 정도의 온수에 5~6분간 담근 후 몸을 따뜻하게 해주면 되고 증상이 심하면 병원으로 데리고 가야 합니다.
health,part,O,issue,열사병,엄마가 아기와 외출했을 때 자동차 안이나 파라솔 밑에서 아기들 재우는 경우가 있는데 이때 잘못하면 일사병이나 열사병에 걸릴 수가 있습니다. 이때는 일단 통풍이 잘되는 시원한곳으로 아기를 눔힌후 머리를 높이고 옷을 느슨하게 물어 편안하게 해 주어야 합니다. 그런 다음 차가운 타월로 머리와 몸을 감싸 열을 내려아하며 만약 의식이있으면 보리차를 먹여 수분을 보충해 주어야합니다.
health,part,O,issue,더위,엄마가 아기와 외출했을 때 자동차 안이나 파라솔 밑에서 아기들 재우는 경우가 있는데 이때 잘못하면 일사병이나 열사병에 걸릴 수가 있습니다. 이때는 일단 통풍이 잘되는 시원한곳으로 아기를 눔힌후 머리를 높이고 옷을 느슨하게 물어 편안하게 해 주어야 합니다. 그런 다음 차가운 타월로 머리와 몸을 감싸 열을 내려아하며 만약 의식이있으면 보리차를 먹여 수분을 보충해 주어야합니다.
health,part,O,issue,일사병,엄마가 아기와 외출했을 때 자동차 안이나 파라솔 밑에서 아기들 재우는 경우가 있는데 이때 잘못하면 일사병이나 열사병에 걸릴 수가 있습니다. 이때는 일단 통풍이 잘되는 시원한곳으로 아기를 눔힌후 머리를 높이고 옷을 느슨하게 물어 편안하게 해 주어야 합니다. 그런 다음 차가운 타월로 머리와 몸을 감싸 열을 내려아하며 만약 의식이있으면 보리차를 먹여 수분을 보충해 주어야합니다.
health,part,O,issue,기관지염,증상이 감기와 비슷하지만 갑자기 악화될 경우 아기가 탈수에 빠지거나 호흡이 힘들어지기도 합니다. 기관지염에 걸렸을 때에는 특별한 치료법은 없으며 해열제를 사용하여 열을 내리고 전해질 용액을 먹이는 것이 좋습니다. 이때 가장 중요한 것은 아기가 충분한 휴식들 취할 수 있도록 분위기들 만들어 주는 것이며 아기는 입맛을 잃어버려 잘 먹지 않으므로 물이나 젖으로 충분한 수분 섭취를 해주는 것이 좋습니다.
health,part,O,issue,가래,아기는 가래을 밸어 내지 못하고 삼켜 버려 위가 탈이 날 수도 있습니다. 물을 많이 먹여 가래가 묽어지도록 하는 것이 좋으며 가래를 뱉게 하려면 아기의 등과 가슴을 가볍게 두들기면 됩니다.
health,part,O,issue,천식,천식은 기관지가 수축하면서 끈적끈적한 가래가 생겨 숨쉬기가 힘들기 때문에 아이들이 몸시 괴로워하며 호흡이 알고 심하게 숨을 헐떡거리기도 합니다. 또한 천식에 한 번 걸리면 자주 재발되는 특징이있으므로 주의해야 합니다. 아기가 천식에 걸리면 엄마 무릎에 앉힌 다음 몸을 약간 앞으로 기울여 숨쉬기 편해지도록 도와주어야하며 약을 먹어도 상태가 좋아지지 않는다면 병원에 가는 것이 좋습니다.
health,part,O,issue,폐렴,폐렴에 걸리면 일단 입원을 해야하며 안정을 취하는 것이 무엇보다도 중요합니다. 호흡곤란이 심하면 산소흡입을 하며 항생물질과 진해제 진정제등을 투여하고 탈수증이 심할때는 수액요법을 병행하기도 합니다.
health,part,O,issue,편도선염,편도선염의 치료는 항생제와 함께 해열제가 주로 이용되는데 이때에는 딱딱하고 자극적인 음식은 될 수 있으면 피하는 것이 좋으며 수분섭취를 많이 하는것이 좋습니다.
health,part,O,issue,땀띠,뜨거운 물에 수건을 적셔 꼭 짠 다음 닦아주면 땀샘이 열리고 안에 들어간 때도 쉽게 없어집니다. 또 미지근한 물에 샤워를 시키는 것도 효과적입니다. 옷을 자주 갈아 입혀 청결을 유지 시켜 주고 (땀을 잘 흡수하는 면 옷)방안의 온도를 시원하게 하고 통풍이 잘되게 합니다. 땀띠가 생기면 피부의 수분을 없애고 부드럽게 하려고 베이비 파우더나 크림 연고를 많이 발라주는 경우가 있는데 이는 땀의 증발을 막아 오히려 땀띠를 악화시킬 수 있으므로 주의합니다.
health,part,엉덩이,issue,발진,원인은 대소변에서 나오는 암모니아에 의해 자극에 의해 생길 수 있습니다. 대변의 직접 자극에 의해 항문 주위가 빨갛게 되거나 피부와 피부가 서로 접촉되어 짓무르거나 기저귀를 세탁시 사용한 화학물질에 의해서 또는 곰팡이균에 의해서 발생합니다. 대소변을 보았을 때 기저귀를 자주 갈아주세요. 순한 비누를 사용하며 따뜻한 물로 부드럽게 씻어줍니다. 만일 비누가 피부에 남아 있으면 자극에 의해 오히려 피부염이 발생할 수 있습니다. 잘 닦은 후에는 피부끼리 접촉하는 부위에 파우더를 발라주어 피부를 보송보송 하게 유지해 주는 것이 좋습니다. 그러나 파우더가 뭉치면 역효과가 나므로 뭉쳐 있으면 바로 씻어내도록 합니다.
health,part,엉덩이,issue,두드러기,원인은 대소변에서 나오는 암모니아에 의해 자극에 의해 생길 수 있습니다. 대변의 직접 자극에 의해 항문 주위가 빨갛게 되거나 피부와 피부가 서로 접촉되어 짓무르거나 기저귀를 세탁시 사용한 화학물질에 의해서 또는 곰팡이균에 의해서 발생합니다. 대소변을 보았을 때 기저귀를 자주 갈아주세요. 순한 비누를 사용하며 따뜻한 물로 부드럽게 씻어줍니다. 만일 비누가 피부에 남아 있으면 자극에 의해 오히려 피부염이 발생할 수 있습니다. 잘 닦은 후에는 피부끼리 접촉하는 부위에 파우더를 발라주어 피부를 보송보송 하게 유지해 주는 것이 좋습니다. 그러나 파우더가 뭉치면 역효과가 나므로 뭉쳐 있으면 바로 씻어내도록 합니다.
health,part,엉덩이,issue,기저귀발진,원인은 대소변에서 나오는 암모니아에 의해 자극에 의해 생길 수 있습니다. 대변의 직접 자극에 의해 항문 주위가 빨갛게 되거나 피부와 피부가 서로 접촉되어 짓무르거나 기저귀를 세탁시 사용한 화학물질에 의해서 또는 곰팡이균에 의해서 발생합니다. 대소변을 보았을 때 기저귀를 자주 갈아주세요. 순한 비누를 사용하며 따뜻한 물로 부드럽게 씻어줍니다. 만일 비누가 피부에 남아 있으면 자극에 의해 오히려 피부염이 발생할 수 있습니다. 잘 닦은 후에는 피부끼리 접촉하는 부위에 파우더를 발라주어 피부를 보송보송 하게 유지해 주는 것이 좋습니다. 그러나 파우더가 뭉치면 역효과가 나므로 뭉쳐 있으면 바로 씻어내도록 합니다.
health,part,엉덩이,issue,빨간색,원인은 대소변에서 나오는 암모니아에 의해 자극에 의해 생길 수 있습니다. 대변의 직접 자극에 의해 항문 주위가 빨갛게 되거나 피부와 피부가 서로 접촉되어 짓무르거나 기저귀를 세탁시 사용한 화학물질에 의해서 또는 곰팡이균에 의해서 발생합니다. 대소변을 보았을 때 기저귀를 자주 갈아주세요. 순한 비누를 사용하며 따뜻한 물로 부드럽게 씻어줍니다. 만일 비누가 피부에 남아 있으면 자극에 의해 오히려 피부염이 발생할 수 있습니다. 잘 닦은 후에는 피부끼리 접촉하는 부위에 파우더를 발라주어 피부를 보송보송 하게 유지해 주는 것이 좋습니다. 그러나 파우더가 뭉치면 역효과가 나므로 뭉쳐 있으면 바로 씻어내도록 합니다.
health,part,엉덩이,issue,붉음,원인은 대소변에서 나오는 암모니아에 의해 자극에 의해 생길 수 있습니다. 대변의 직접 자극에 의해 항문 주위가 빨갛게 되거나 피부와 피부가 서로 접촉되어 짓무르거나 기저귀를 세탁시 사용한 화학물질에 의해서 또는 곰팡이균에 의해서 발생합니다. 대소변을 보았을 때 기저귀를 자주 갈아주세요. 순한 비누를 사용하며 따뜻한 물로 부드럽게 씻어줍니다. 만일 비누가 피부에 남아 있으면 자극에 의해 오히려 피부염이 발생할 수 있습니다. 잘 닦은 후에는 피부끼리 접촉하는 부위에 파우더를 발라주어 피부를 보송보송 하게 유지해 주는 것이 좋습니다. 그러나 파우더가 뭉치면 역효과가 나므로 뭉쳐 있으면 바로 씻어내도록 합니다.